mxene_type,terminations,electrolyte,electrolyte_concentration,thickness_um,deposition_method,annealing_temp_c,annealing_time_min,interlayer_spacing_nm,specific_surface_area_m2g,pore_volume_cm3g,optical_transmittance,sheet_resistance_ohm_sq,areal_capacitance_mf_cm2,esr_ohm,rate_capability_percent,cycle_life_cycles
Ti3C2Tx,mixed,1 M KOH,1.0,5.0,Hydrothermal method to grow Ni(OH)2 on Ti3C2Tx followed by thermal annealing at 400 C for 1 h to form Ni-dMXNC,400.0,60.0,1.2,77.5,0.1,80.0,50.0,381.0,2.0,80.0,3178
Ti3C2Tx,mixed,1 M KOH,1.0,5.0,Assembly of asymmetric supercapacitor (ASC) using Ni-dMXNC as positive electrode and Ti3C2Tx MXene as negative electrode,180.0,60.0,1.2,20.5,0.1,80.0,50.0,381.0,2.0,80.0,3410
Ti3C2,mixed,6 M KOH,1.0,5.0,solvothermal,180.0,60.0,1.2,20.5,0.1,80.0,50.0,350.0,2.0,80.0,22202
Ti3C2,mixed,6 M KOH,1.0,5.0,solvothermal,180.0,60.0,1.2,20.5,0.1,80.0,50.0,3300.0,2.0,80.0,4790
Ti3C2,mixed,6 M KOH,1.0,5.0,solvothermal,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1350.0,2.0,80.0,22202
Ti3C2,mixed,PAAm-KOH hydrogel,1.0,5.0,solvothermal,180.0,60.0,1.2,20.5,0.1,80.0,50.0,335.0,2.0,80.0,6256
Ti3C2,mixed,3 M KOH,1.0,5.0,solve-thermal,180.0,60.0,1.2,57.5,0.1,80.0,50.0,1722.1799999999998,2.0,80.0,22202
Ti3C2,mixed,3 M KOH,1.0,5.0,solve-thermal,180.0,60.0,1.2,57.5,0.1,80.0,50.0,1972.59,2.0,80.0,22202
V2CTx,mixed,1 M H2SO4,1.0,5.0,hydrothermal,180.0,60.0,1.2,20.5,0.1,80.0,50.0,889.3499999999999,2.0,80.0,22202
Ti3C2,mixed,3 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,2414.25,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,409.04999999999995,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,669.27,2.0,80.0,22202
MXene,mixed,6 M KOH,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,234.0,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,622.5,2.0,80.0,38122
MXene,mixed,1 M H2SO4,1.0,5.0,photochemical,180.0,60.0,1.2,20.5,0.1,80.0,50.0,736.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,862.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,ammonium salt decomposition,350.0,60.0,1.2,20.5,0.1,80.0,50.0,673.5,2.0,80.0,22202
MXene,mixed,1 M ZnSO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,371.85,2.0,80.0,22202
MXene,mixed,3 M H2SO4,1.0,5.0,heat treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,449.28,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,2773.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,510.0,2.0,80.0,100000
MXene,mixed,1 M H2SO4,1.0,5.0,ammonia annealing,180.0,60.0,1.2,20.5,0.1,80.0,50.0,288.0,2.0,80.0,22202
V4C3Tx,mixed,1 M H2SO4,1.0,5.0,ammonia annealing,350.0,60.0,1.2,20.5,0.1,80.0,50.0,315.0,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,399.75,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1920.0,2.0,80.0,22202
MXene,mixed,H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,694.5,2.0,80.0,23121
MXene,mixed,6 M KOH,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,370.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,490.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,285.0,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,627.5999999999999,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,124.19999999999999,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,390.0,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,498.0,2.0,80.0,100000
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,375.0,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,225.495,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,222.0,2.0,80.0,22202
MXene,mixed,KNO3,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,117.0,2.0,80.0,55274
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,685.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,250.79999999999998,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,400.0,60.0,1.2,20.5,0.1,80.0,50.0,742.5,2.0,80.0,66271
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,712.5,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,51.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching and ammonia annealing,200.0,60.0,1.2,20.5,0.1,80.0,50.0,288.0,2.0,80.0,26761
N-Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching and ammonia annealing,200.0,60.0,1.2,20.5,0.1,80.0,50.0,192.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching and ammonia annealing,300.0,60.0,1.2,20.5,0.1,80.0,50.0,67.5,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching and ammonia annealing,500.0,60.0,1.2,20.5,0.1,80.0,50.0,30.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching and ammonia annealing,700.0,60.0,1.2,20.5,0.1,80.0,50.0,15.0,2.0,80.0,22202
Ti3C2Tx,mixed,1 M MgSO4,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,78.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M MgSO4,1.0,5.0,HF etching and ammonia annealing,200.0,60.0,1.2,20.5,0.1,80.0,50.0,123.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M MgSO4,1.0,5.0,HF etching and ammonia annealing,300.0,60.0,1.2,20.5,0.1,80.0,50.0,96.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M MgSO4,1.0,5.0,HF etching and ammonia annealing,500.0,60.0,1.2,20.5,0.1,80.0,50.0,15.0,2.0,80.0,22202
N-Ti3C2Tx,mixed,1 M MgSO4,1.0,5.0,HF etching and ammonia annealing,700.0,60.0,1.2,20.5,0.1,80.0,50.0,19.5,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Electrospinning and carbonization,180.0,60.0,1.2,20.5,0.1,80.0,50.0,205.0,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Electrospinning and carbonization,800.0,60.0,1.2,20.5,0.1,80.0,50.0,239.0,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Electrospinning and carbonization,180.0,60.0,1.2,20.5,0.1,80.0,50.0,244.0,2.0,80.0,22202
ZnO QDs/Ti3C2Tx,mixed,1.5 M Na2SO4,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,252.991,0.1,80.0,50.0,457.5,2.0,80.0,34196
Ti3C2Tx,mixed,1.5 M Na2SO4,1.0,5.0,LiF and HCl etching,180.0,60.0,1.2,42.73,0.1,80.0,50.0,188.805,2.0,80.0,22202
ZnO QDs/Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,891.0,2.0,80.0,22202
ZnO QDs/Ti3C2Tx,mixed,PVA-Na2SO4 gel,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,61.5,2.0,80.0,16443
ZnO QDs/Ti3C2Tx (Zn1M3),mixed,1.5 M Na2SO4,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,525.0,2.0,80.0,22202
ZnO QDs/Ti3C2Tx (Zn2M3),mixed,1.5 M Na2SO4,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,405.0,2.0,80.0,22202
ZnO QDs/Ti3C2Tx (Zn3M3),mixed,1.5 M Na2SO4,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,264.0,2.0,80.0,22202
MgV2O6,mixed,2M KOH,1.0,5.0,hydrothermal,600.0,60.0,1.2,16.65,0.1,80.0,50.0,736.5,2.0,80.0,21638
MgV2O6/Ti3C2,mixed,2M KOH,1.0,5.0,hydrothermal followed by sonication,600.0,60.0,1.2,22.13,0.1,80.0,50.0,1182.0,2.0,80.0,29077
MgV2O6/Ti3C2//AC,mixed,2M KOH,1.0,5.0,aqueous hybrid supercapacitor assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,200.10000000000002,2.0,80.0,15374
NiFe-LDH/MXene,mixed,1M KOH,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,815.115,2.0,80.0,1916
MoO3/MXene,mixed,2M KOH,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,842.46,2.0,80.0,4005
Ti3C2Tx/GNPs (20 wt%),mixed,1 M H2SO4,1.0,5.0,Mixed-acid method,180.0,60.0,1.2,14.25,0.1,80.0,50.0,339.9,2.0,80.0,6487
Ti3C2Tx/GNPs (20 wt%),mixed,1 M H2SO4,1.0,5.0,Mixed-acid method,180.0,60.0,1.2,14.25,0.1,80.0,50.0,216.60000000000002,2.0,80.0,22202
Ti3C2Tx,mixed,KOH,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,138.0,2.0,80.0,22202
Ti3C2Tx,mixed,Na2SO4,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,112.5,2.0,80.0,22202
Ti3C2Tx,mixed,KOH,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,76.5,2.0,80.0,22202
Ti3C2Tx,mixed,NaCl,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,100.5,2.0,80.0,22202
Ti3C2Tx,mixed,Li2SO4,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,270.0,2.0,80.0,22202
Ti3C2Tx,mixed,K2SO4,1.0,5.0,HF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,109.5,2.0,80.0,22202
Ti3C2Tx/SCNT,mixed,1 M H2SO4,1.0,5.0,self-assembled,180.0,60.0,1.2,20.5,0.1,80.0,50.0,610.0,2.0,80.0,22202
rGO/Ti3C2,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,171.4,2.0,80.0,22202
Ti3C2Tx/CNT (BMX yarn),mixed,1 M H2SO4,1.0,5.0,biscrolling,180.0,60.0,1.2,20.5,0.1,80.0,50.0,798.0,2.0,80.0,100000
Nitrogen-doped Nb2CTx/rGO,mixed,H2SO4,1.0,5.0,supercritical fluid method,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1224.0,2.0,80.0,22202
Ti3C2/MnO2,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,377.0,2.0,80.0,22202
Ti3C2Tx MXene/NiCo2O4 nanosphere,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1537.5,2.0,80.0,5692
d-Ti3C2/NF,mixed,KOH,1.0,5.0,electrostatic self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,981.0,2.0,80.0,5173
borophene/Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,electrophoretic deposition,180.0,60.0,1.2,20.5,0.1,80.0,50.0,940.0500000000001,2.0,80.0,22202
carbon dot/carboxylated CNT/Ti3C2Tx MXene,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1162.6,2.0,80.0,100000
Mo2Ti2C3Tx,mixed,H2SO4,1.0,5.0,hydrothermal approach,180.0,60.0,1.2,20.5,0.1,80.0,50.0,162.75,2.0,80.0,22202
MXene/graphene nanoplatelets,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,339.9,2.0,80.0,6487
Ti3C2Tx,mixed,NaCl-PVA,1.0,5.0,vacuum filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,168.0,2.0,80.0,21751
MXene/GNP composite,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,339.9,2.0,80.0,22202
MXene-N,mixed,1 M H2SO4,1.0,5.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,849.0,2.0,80.0,22202
MXene-N,mixed,1 M H2SO4,1.0,5.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,882.0,2.0,80.0,22202
MXene-N,mixed,1 M H2SO4,1.0,5.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,822.0,2.0,80.0,22202
MXene-N,mixed,1 M H2SO4,1.0,5.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,787.5,2.0,80.0,22202
MXene-N,mixed,1 M H2SO4,1.0,5.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,724.5,2.0,80.0,22202
MXene-N,mixed,1 M H2SO4,1.0,5.0,LiF-HCl etching followed by liquid ammonia and lithium metal treatment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,558.0,2.0,80.0,19148
Ti3C2Tx MXene,mixed,1 M H2SO4,1.0,5.0,LiF-HCl method,180.0,60.0,1.2,20.5,0.1,80.0,50.0,421.5,2.0,80.0,22202
V2C,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,730.5,2.0,80.0,22202
V2C,mixed,1 M MgSO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,337.5,2.0,80.0,22202
V2C,mixed,1 M KOH,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,276.0,2.0,80.0,22202
Ti2NTX,mixed,MgSO4 aqueous,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1.35,2.0,80.0,22202
Ti3C2Tx (nanoparticle and nanosheet mixture),mixed,1 M H2SO4,1.0,5.0,HF etching and HCl + LiF etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,558.0,2.0,80.0,21751
Ti3C2Tx macroporous,mixed,1 M H2SO4,1.0,5.0,PMMA microspheres templating,180.0,60.0,1.2,20.5,0.1,80.0,50.0,465.0,2.0,80.0,22202
rGo/Ti3C2,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,292.5,2.0,80.0,100000
rGO/Ti3C2,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,381.0,2.0,80.0,22202
Co(OH)2/Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,229.5,2.0,80.0,22202
Ti3C2/Ni-Co-Al-layered double hydroxide,mixed,KOH-PVA gel,1.0,5.0,Liquid-phase cofeeding,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1122.3000000000002,2.0,80.0,22202
Ti3C2Tx/ZnMnNi LDH,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,3097.5,2.0,80.0,100000
MXene/Fe3O4/MXene sandwich,mixed,1 M Li2SO4 aqueous,1.0,5.0,Laser crystallization,180.0,60.0,1.2,20.5,0.1,80.0,50.0,46.4,2.0,80.0,22202
MnO2 nanorods/MXene/carbon cloth,mixed,PVA and potassium hydroxide gel,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,766.8,2.0,80.0,22202
CoFe2O4 nanorod/Ti3C2Tx,mixed,LiCl,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,356.4,2.0,80.0,17771
PPy/MXene on polyester fabric,mixed,1 M H2SO4,1.0,5.0,Self-assembly,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1295.0,2.0,80.0,22202
Ti3C2/polyaniline nanotubes,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,894.9000000000001,2.0,80.0,20488
TiO2/TiN/Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Hydrothermal method,180.0,60.0,1.2,20.5,0.1,80.0,50.0,541.5,2.0,80.0,22202
Sodium ascorbate-caped Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Ligand capping,180.0,60.0,1.2,20.5,0.1,80.0,50.0,108.1,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Laser writing,180.0,60.0,1.2,20.5,0.1,80.0,50.0,15.03,2.0,80.0,22202
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,HF etching,80.0,60.0,1.2,3.85,0.1,80.0,50.0,109.5,2.0,80.0,15899
ZnO-decorated Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Hydrothermal,180.0,60.0,1.2,6.49,0.1,80.0,50.0,210.0,2.0,80.0,94287
ZnO-decorated Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,Hydrothermal,180.0,60.0,1.2,6.49,0.1,80.0,50.0,48.0,2.0,80.0,3786
Ta4C3,mixed,0.1 M H2SO4,1.0,5.0,HF etching,180.0,60.0,1.2,6.599,0.1,80.0,50.0,721.5,2.0,80.0,3829
Ta4C3,mixed,0.1 M H2SO4,1.0,5.0,HF etching,180.0,60.0,1.2,6.599,0.1,80.0,50.0,180.0,2.0,80.0,22202
Ti3C2,mixed,1 M LiOH,1.0,5.0,microwave-assisted and sequential spin coating,180.0,60.0,1.2,20.5,0.1,80.0,50.0,3405.0,2.0,80.0,22202
Ti3C2,mixed,1 M LiOH,1.0,5.0,microwave-assisted and sequential spin coating,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1114.5,2.0,80.0,22202
Ti3C2,mixed,1 M LiOH,1.0,5.0,microwave-assisted and sequential spin coating,180.0,60.0,1.2,20.5,0.1,80.0,50.0,420.0,2.0,80.0,5945
Ti3C2Tx,mixed,1 M H2SO4,1.0,5.0,spray coating,180.0,60.0,1.2,20.5,0.1,80.0,50.0,27.0,2.0,80.0,100000
MXene,mixed,1 M H2SO4,1.0,5.0,vacuum-assisted filtration and laser engraving,180.0,60.0,1.2,20.5,0.1,80.0,50.0,27.29,2.0,80.0,22202
MXene/graphene hybrid,mixed,1 M H2SO4,1.0,5.0,wet spinning,180.0,60.0,1.2,20.5,0.1,80.0,50.0,372.2,2.0,80.0,22202
Ti3C2,mixed,1 M H2SO4,1.0,5.0,dip-coating and mechanical etching,180.0,60.0,1.2,20.5,0.1,80.0,50.0,0.283,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,freeze-drying,180.0,60.0,1.2,20.5,0.1,80.0,50.0,2100.0,2.0,80.0,21179
MXene/EP,mixed,1 M H2SO4,1.0,5.0,electropolymerization,180.0,60.0,1.2,20.5,0.1,80.0,50.0,69.5,2.0,80.0,22202
MXene,mixed,1 M H2SO4,1.0,5.0,screen printing,180.0,60.0,1.2,20.5,0.1,80.0,50.0,1100.0,2.0,80.0,22202
MXene/CNT,mixed,1 M H2SO4,1.0,5.0,FIB technique,180.0,60.0,1.2,20.5,0.1,80.0,50.0,317.0,2.0,80.0,22202
MXene-10,mixed,1 M H2SO4,1.0,5.0,vacuum filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,558.0,2.0,80.0,21751
MXene/BC composite,mixed,1 M H2SO4,1.0,5.0,laser engraving,180.0,60.0,1.2,20.5,0.1,80.0,50.0,111.5,2.0,80.0,22202
MXene/SiC heterostructure,mixed,1 M H2SO4,1.0,5.0,ionization bombardment,180.0,60.0,1.2,20.5,0.1,80.0,50.0,97.8,2.0,80.0,21179
MXene/MPF composite,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,489.15000000000003,2.0,80.0,22202
MXene/CNF/PC composite,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,143.0,2.0,80.0,22202
MXene/BC@PPy,mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,388.0,2.0,80.0,100000
MXene and V2O5,mixed,PAM hydrogel,1.0,5.0,electrodeposition,180.0,60.0,1.2,20.5,0.1,80.0,50.0,129.0,2.0,80.0,8537
MXene (crumpled),mixed,1 M H2SO4,1.0,5.0,vacuum_filtration,180.0,60.0,1.2,20.5,0.1,80.0,50.0,185.0,2.0,80.0,22202
